1e-1 ,0    ,0    ,0   ,0   , 0
0    ,1e-1 ,0    ,0   ,0   , 0
0    ,0    ,1e-1 ,0   ,0   , 0
0    ,0    ,0    ,1e3 ,0   , 0
0    ,0    ,0    ,0   ,1e3 , 0
0    ,0    ,0    ,0   ,0   , 1e3
